exercice,etape,depenses_recettes,ordre_reelle,section,chapitre,libelle_chapitre,sous_chapitre,libelle_sous_chapitre,article_par_nature,libelle_article_par_nature,montant
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,64112,NBI Supplément famillial de traitement et indemnité de résidence,13800.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6332,Cotisations versées au F.N.A.L.,3000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6472,Prestations familiales direstes,15000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,15000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6453,Cotisations aux caisses de retraite,600000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6454,Cotisations aux A.S.S.E.D.I.C.,5000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6451,Cotisations à l' U.R.S.S.A.F.,260000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6417,Rémunérations des apprentis,1000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,615231,Entretien et réparation voirie,180579.03
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,617,Etudes et recherches,195468.9
2018,BP,R,Réel,Fonctionnement,938,Transports,813,Transports scolaires,7473,Participations des départements,30500.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,21848,Autres matériel de bureau et mobiliers,0.09
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,204151,"Subv° équip versées Autres gmpts coll et EPL - Biens mobiliers, matériel et études",448800.0
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,787500.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204182,Subv° équip versées org publics divers - Bâtiments et installations,1052108.98
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2041721,"Subv° équip versées RFF - Biens mobiliers, matériel et études",1804722.96
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2745,Avances remboursables,159853.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2033,Frais d'insertion,8985.8
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6226,Honoraires,748.96
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6568,Autres participations,5000.0
2018,BP,R,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,74718,Autres participations de l'Etat,27367000.0
2018,BP,D,Réel,Fonctionnement,944,Frais de fonctionnement des groupes d'élus,611,Contrats de prestations de services,1,Non Ventilable,10200.0
2018,BP,R,Réel,Fonctionnement,940,Impositions directes,73123,Attributions de compensation de CVAE,1,Non Ventilable,1784862.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64132,Supplément familial de traitement et indemnité de résidence,75000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,61358,Locations mobilières - Autres,249236.12
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2317,Immobilisations en cours reçues au titre d'une mise à disposition,9489.44
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,214,Constructions sur sol d'autrui,52000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,21838,Autre matériel informatique,1931.27
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,21318,Autres bâtiments publics,1121484.14
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,65738,Subventions de fonctionnement aux organismes publics divers,1125039.26
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,60636,Habillement et Vêtements de travail,807573.1
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6218,Autre personnel extérieur,130000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6245,Transports de personnes extérieures à la collectivité,54111.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,627,Services bancaires et assimilés,1000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6475,"Médecine de travail, pharmacie",227727.41
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6513,Bourses,100100.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6281,Concours divers (cotisations..),230000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,64118,Autres indemnités,135000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,64132,Supplément familial de traitement et indemnité de résidence,1000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,65212,Frais de mission et de déplacement,210000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,6226,Honoraires,1390.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,6574,Subventions de fonctionnement aux personnes de droit privé,1059550.3
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,216,Collections et oeuvres d'art,2100.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,13911,Subventions d'équipement transférées au compte de résultat - Etat,1,Non Ventilable,1000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28152,Amortissement des installations de voirie,1,Non Ventilable,200000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2817312,Amortissement des bâtiments scolaires reçus au titre d'une mise à disposition,1,Non Ventilable,20000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28181,"Amortissement des installations générales, agencements et aménagements divers",1,Non Ventilable,120000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,812,Gares et autres infrastructures ferroviaires,611,Contrats de prestations de services,7853.0
2018,BP,D,Réel,Fonctionnement,938,Transports,812,Gares et autres infrastructures ferroviaires,617,Etudes et recherches,104564.75
2018,BP,D,Réel,Fonctionnement,938,Transports,812,Gares et autres infrastructures ferroviaires,6281,Concours divers (cotisations..),5000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6228,Diverses rémunérations d'intermédiaires et honoraires,10000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,64118,Autres indemnités,590000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,64132,Supplément familial de traitement et indemnité de résidence,5600.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6454,Cotisations aux A.S.S.E.D.I.C.,6000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,64111,Traitement,3695000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,64112,NBI Supplément famillial de traitement et indemnité de résidence,100000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6231,Annonces et insertions,66789.68
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6281,Concours divers (cotisations..),110000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64111,Traitement,1640500.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64162,Emplois d'avenir,15000.0
2018,BP,D,Réel,Investissement,908,Transports,810,Services communs,21838,Autre matériel informatique,30000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",3260491.42
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,238,Avances et acomptes versés sur commandes d'immobilisations corporelles,2250531.77
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,65734,Subventions de fonctionnement aux Communes et structures intercommunales,4518.28
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,65734,Subventions de fonctionnement aux Communes et structures intercommunales,375706.83
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,65738,Subventions de fonctionnement aux organismes publics divers,524674.82
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,611,Contrats de prestations de services,10000.0
2018,BP,D,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,20422,Subv° équip versées pers dt privé - Bâtiments et installations,1452426.4
2018,BP,R,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,7473,Participations des départements,1000000.0
2018,BP,D,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,2745,Avances remboursables,206376.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,7000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6281,Concours divers (cotisations..),8000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,65112,Cotisations sociales Stagiaires de la formation professionnelle,4349136.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,65738,Subventions de fonctionnement aux organismes publics divers,1051980.5
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,65738,Subventions de fonctionnement aux organismes publics divers,203407.59
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6238,"Diverses publicité, publications,relations publiques",4800.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,65733,Subventions de fonctionnement aux Départements,203452.0
2018,BP,R,Réel,Fonctionnement,941,Autres impôts et taxes,7385,TICPE Primes aux employeurs d'apprentis,1,Non Ventilable,15715000.0
2018,BP,R,Réel,Investissement,902,Enseignement,23,Enseignement supérieur,1324,Subventions d'équipement non transférables - Communes et structures intercommunales,161000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,611,Contrats de prestations de services,356637.94
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",204141,"Subv° équip versées Communes et struct interco - Biens mobiliers, matériel et études",431202.83
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,204182,Subv° équip versées org publics divers - Bâtiments et installations,155000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",32,Sports,611,Contrats de prestations de services,30000.0
2018,BP,D,Réel,Investissement,923,Dettes et autres opérations financières,16441,Emprunts assortis d'une option de tirage sur ligne de trésorerie - Opérations afférentes à l'emprunt,1,Non Ventilable,2050000.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,72000.0
2018,BP,D,Réel,Investissement,923,Dettes et autres opérations financières,1641,Emprunts en euro,1,Non Ventilable,44250000.0
2018,BP,R,Réel,Investissement,922,Dotations et participations,10222,F.C.T.V.A.,1,Non Ventilable,14800000.0
2018,BP,R,Réel,Fonctionnement,942,Dotations et participations,744,FCTVA,1,Non Ventilable,230000.0
2018,BP,R,Réel,Fonctionnement,942,Dotations et participations,7461,DGD,1,Non Ventilable,21881000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,23,Enseignement supérieur,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",18000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,21831,Matériel informatique scolaire,4147.63
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6574,Subventions de fonctionnement aux personnes de droit privé,7432888.06
2018,BP,D,Réel,Fonctionnement,939,Action économique,93,"Agriculture, pêche, agro-industrie",6236,"Catalogues, imprimés et publications",1000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,65738,Subventions de fonctionnement aux organismes publics divers,2000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6245,Transports de personnes extérieures à la collectivité,3000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6251,"Voyages, déplacements et missions",198000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6161,Primes d'assurances multirisques,510294.58
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6457,Cotisations sociales liées à l'apprentissage,5000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,62878,Remboursements de frais à des tiers,3000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6473,Allocations de chômage,20000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,64118,Autres indemnités,8400000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,65734,Subventions de fonctionnement aux Communes et structures intercommunales,536117.94
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,65733,Subventions de fonctionnement aux Départements,1000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6236,"Catalogues, imprimés et publications",19406.76
2018,BP,D,Réel,Fonctionnement,937,Environnement,76,Patrimoine naturel,611,Contrats de prestations de services,70000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,617,Etudes et recherches,101930.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",1071475.13
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,617,Etudes et recherches,143082.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6574,Subventions de fonctionnement aux personnes de droit privé,1402618.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,12,Apprentissage,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,39000.0
2018,BP,R,Réel,Fonctionnement,940,Impositions directes,73122,Fonds de péréquation des ressources perçues par les régions,1,Non Ventilable,1835000.0
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,6541,Créances admises en non valeur,1,Non Ventilable,60000.0
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,673,Titres annulés (sur exercices antérieurs),1,Non Ventilable,147000.0
2018,BP,R,Réel,Fonctionnement,943,Opérations financières,7688,Autres produits financier divers,1,Non Ventilable,1050000.0
2018,BP,D,Ordre,Investissement,925,Opérations patrimoniales,2312,Agencements et aménagements de terrains en cours (MO),1,Non Ventilable,5001200.0
2018,BP,R,Ordre,Investissement,925,Opérations patrimoniales,16873,Dettes envers les départements (MO),1,Non Ventilable,3000000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6185,Frais de colloques et de séminaires,30000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6251,"Voyages, déplacements et missions",323000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64162,Emplois d'avenir,170000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6417,Rémunérations des apprentis,135000.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,204141,"Subv° équip versées Communes et struct interco - Biens mobiliers, matériel et études",108000.0
2018,BP,D,Réel,Investissement,907,Environnement,74,Politique de l'eau,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",2000.0
2018,BP,D,Réel,Investissement,907,Environnement,75,Politique de l'énergie,204182,Subv° équip versées org publics divers - Bâtiments et installations,166590.49
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,611,Contrats de prestations de services,90356.11
2018,BP,D,Réel,Investissement,909,Action économique,93,"Agriculture, pêche, agro-industrie",204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",709232.13
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,271,Titres immobilisés (droits de propriété),4800000.0
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,275,Dépots et cautionnements versés,2200000.0
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,2745,Avances remboursables,2268302.12
