exercice,d_r,i_f,ordre_o_n,code_chapitre,libelle_chapitre,code_ss_fonction,libelle_ss_fonction,code_article,libelle_article,montant
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6288,DIVERS - AUTRES SERVICES EXTERIEURS,586.04
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,6068,AUTRES MATIERES ET FOURNITURES,819.4
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6454,COTISATIONS AUX A.S.S.E.D.I.C.,116275.31
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,4294982.23
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6451,COTISATIONS A L'U.R.S.S.A.F.,881222.89
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6453,COTISATIONS AUX CAISSES DE RETRAITE,1279061.99
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",110768.9
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6332,COTISATIONS VERSEES AU F.N.A.L.,53847.36
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6332,COTISATIONS VERSEES AU F.N.A.L.,4579.44
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,89396.86
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2031,FRAIS D'ETUDES,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,321,Bibliothèques et médiathèques,1321,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT,722979.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,33,Action culturelle,1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,679583.77
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,61,Services en faveur des personnes agées,2041622,SUBV. EQPT AU CCAS BATIMENTS ET INSTALLATIONS,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,33,Action culturelle,2188,AUTRES IMMOBILISATIONS CORPORELLES,221466.65
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,823,Espaces verts urbains,2113,TERRAINS AMENAGES AUTRES QUE VOIRIE,13303.88
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,824,Autres opérations d'aménagement urbain,2115,TERRAINS BATIS,737542.22
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,20,Administration générale de la collectivité,6558,AUTRES CONTRIBUTIONS OBLIGATOIRES,6830.15
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,40,Sports et Jeunesse - Services communs,657341,SUBVENTIONS DE FONCTIONNEMENT VERSEES AUX COMMUNES DU GFP,30373.15
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,40,Sports et Jeunesse - Services communs,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,7801335.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,422,Autres activités pour les jeunes,6541,CREANCES ADMISES EN NON VALEUR,4113.83
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,520,Interventions sociales - services communs,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",428.08
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,60,Famille - Services communs,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,51762.0
2012,D,F,N,66,CHARGES FINANCIERES,1,Services généraux opérations non ventilables,66112,INTERETS - RATTACHEMENT DES ICNE,-338013.41
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,1,Services généraux opérations non ventilables,74127,D.G.F. - DOTATION NATIONALE DE PEREQUATION,2840486.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,411,"Salles de sport, gymnases",752,REVENUS DES IMMEUBLES,789243.07
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,1,Services généraux opérations non ventilables,773,MANDATS ANNULES (SUR EX.  ANTERIEURS) OU ATTEINTS DECHEANCE,24157.37
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6257,RECEPTIONS,6938.05
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,611,CONTRATS PRESTATIONS DE SERVICES,6332905.67
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6132,LOCATIONS IMMOBILIERES,2420.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",61522,ENTRETIEN ET REPARATIONS - BATIMENTS,782.18
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",617,ETUDES ET RECHERCHES,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60632,FOURNITURES DE PETIT EQUIPEMENT,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6064,FOURNITURES ADMINISTRATIVES,8735.22
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6156,MAINTENANCE,776.48
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",62878,REMBOURSEMENT DE FRAIS A D'AUTRES ORGANISMES,39895.7
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6135,LOCATIONS MOBILIERES,20665.66
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6282,FRAIS DE GARDIENNAGE,289836.54
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6226,HONORAIRES,3065.5
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6236,CATALOGUES ET IMPRIMES,7921.1
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60633,FOURNITURES DE VOIRIE,23299.67
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6332,COTISATIONS VERSEES AU F.N.A.L.,38380.05
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,1953704.12
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,8924.76
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6331,VERSEMENT DE TRANSPORT,334472.12
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,153450.52
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,6332,COTISATIONS VERSEES AU F.N.A.L.,9856.33
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,97021.92
2012,D,F,N,14,ATTENUATION DE PRODUITS,20,Administration générale de la collectivité,739118,AUTRES REVERSEMENTS DE FISCALITE,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2804182,AMORT. SUB EQPT ORG PUB-AUTRES ORG. PUB. BAT. & INSTALLATION,5333.33
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2033,FRAIS D'INSERTION,176206.71
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,422,Autres activités pour les jeunes,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,69561.16
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,60,Famille - Services communs,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,27309.74
2012,D,I,N,23,IMMOBILISATIONS EN COURS,60,Famille - Services communs,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,2968349.35
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,48,Autres actions de coopération décentralisée,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,388236.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,312,Culture - Arts plastiques et autres activités,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,187359.0
2012,D,F,N,66,CHARGES FINANCIERES,1,Services généraux opérations non ventilables,6615,INTERETS DES COMPTES COURANTS ET DE DEPOTS CREDITEURS,0.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,413,Piscines,6718,AUTRES CHARGES EXCEPTIONNELLES SUR OPERATIONS DE GESTION,100.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,64,Crèches et garderies,678,AUTRES CHARGES EXCEPTIONNELLES,340.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,422,Autres activités pour les jeunes,7478,PARTICIPATIONS D'AUTRES ORGANISMES,931019.26
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,33,Action culturelle,7788,PRODUITS EXCEPTIONNELS DIVERS,1703.25
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",5180.71
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,112,Police Municipale,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,3288.35
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,60632,FOURNITURES DE PETIT EQUIPEMENT,8641.79
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,254,Médecine scolaire,60628,AUTRES FOURNITURES NON STOCKEES,14560.37
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6156,MAINTENANCE,160511.09
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,60611,EAU ET ASSAINISSEMENT,433789.28
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,61522,ENTRETIEN ET REPARATIONS - BATIMENTS,1531304.82
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,22,Administration générale de l'Etat,60632,FOURNITURES DE PETIT EQUIPEMENT,69.61
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",28940.26
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6042,ACHATS DE PRESTATIONS DE SERVICES,31507.88
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6236,CATALOGUES ET IMPRIMES,12707.51
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,60632,FOURNITURES DE PETIT EQUIPEMENT,343.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,6042,ACHATS DE PRESTATIONS DE SERVICES,1980.48
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,254,Médecine scolaire,6042,ACHATS DE PRESTATIONS DE SERVICES,3599.49
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6281,CONCOURS DIVERS (COTISATIONS),300.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,799.22
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6042,ACHATS DE PRESTATIONS DE SERVICES,502.32
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6257,RECEPTIONS,278.2
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6257,RECEPTIONS,3101.19
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6156,MAINTENANCE,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,830,Environnement - services communs,6185,FRAIS DE COLLOQUES ET SEMINAIRES,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,60631,FOURNITURES D'ENTRETIEN,2115.95
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6218,AUTRE PERSONNEL EXTERIEUR,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,150482.07
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6488,AUTRES CHARGES DE PERSONNEL,430769.6
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,22870.32
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,422,Autres activités pour les jeunes,1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,197874.42
2012,R,I,N,16,EMPRUNTS &  DETTES ASSIMILEES,1,Services généraux opérations non ventilables,16449,OPERATIONS AFFERENTES A L'OPTION TIRAGE SUR LIGNE TRESORERIE,30432900.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,110,Sécurité intérieure - services communs,2051,CONCESSIONS ET DROITS SIMILAIRES,5417.88
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,33,Action culturelle,2051,CONCESSIONS ET DROITS SIMILAIRES,82837.62
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,251,Hébergement et restauration scolaire,2188,AUTRES IMMOBILISATIONS CORPORELLES,131648.23
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,413,Piscines,2158,AUTRES INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUES,26254.79
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,33,Action culturelle,65733,SUBVENTIONS DE FONCTIONNEMENT VERSEES AUX DEPARTEMENTS,503084.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,522,Actions en faveur de l'enfance et l'adolescence,65738,SUBV. FONCTIONNEMENT VERSEES AUX AUTRES ORGANISMES PUBLICS,100031.02
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,823,Espaces verts urbains,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",3652.1
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,90,Interventions économiques,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,296000.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",251,Hébergement et restauration scolaire,70841,MISE A DISPOSITION DE PERSONNEL FACTUREE / CCAS,12967.67
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6281,CONCOURS DIVERS (COTISATIONS),129283.59
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,213,Classes regroupées,60632,FOURNITURES DE PETIT EQUIPEMENT,71717.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,60636,VETEMENTS DE TRAVAIL,7736.85
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6231,ANNONCES ET INSERTIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6251,VOYAGES ET DEPLACEMENTS,28511.91
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,616,PRIMES D'ASSURANCE,857.06
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6156,MAINTENANCE,13846.24
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,6064,FOURNITURES ADMINISTRATIVES,2301.05
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6042,ACHATS DE PRESTATIONS DE SERVICES,802686.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,6236,CATALOGUES ET IMPRIMES,71536.46
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",60631,FOURNITURES D'ENTRETIEN,91487.05
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6042,ACHATS DE PRESTATIONS DE SERVICES,246396.96
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,64136,PERSONNEL NON TITULAIRE - INDEMNITES PREAVIS ET LICENCIEMENT,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6453,COTISATIONS AUX CAISSES DE RETRAITE,1789368.43
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,9282996.4
2012,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6419,REMBOURSEMENTS SUR REMUNERATIONS DU PERSONNEL,257461.72
2012,D,F,N,14,ATTENUATION DE PRODUITS,1,Services généraux opérations non ventilables,73925,FDS DE PEREQUATION DES REC. FISCALES COMMUNALES ET INTERCOM.,24565.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,204422,SUBV. EQPT EN NATURE PERSONNES  DT PRIVE BAT & INSTALLATIONS,1130.44
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,208756.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,823,Espaces verts urbains,2051,CONCESSIONS ET DROITS SIMILAIRES,5230.9
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,33,Action culturelle,20421,"SUBV. EQPT PERSONNES DT PRIVE BIENS MOBILIER, MAT. & ETUDES",177284.0
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,824,Autres opérations d'aménagement urbain,20422,SUBV. EQPT PERSONNES DT PRIVE BATIMENTS ET INSTALLATIONS,123595.09
2012,R,I,N,21,IMMOBILISATIONS  CORPORELLES,822,Voirie communale et routes,2158,"AUTRES INSTALLATIONS,  MATERIEL ET OUTILLAGE TECHNIQUES",1512.94
2012,D,I,N,23,IMMOBILISATIONS EN COURS,22,Administration générale de l'Etat,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,14661.4
2012,R,I,N,23,IMMOBILISATIONS  EN COURS,422,Autres activités pour les jeunes,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,23144.04
2012,D,I,N,23,IMMOBILISATIONS EN COURS,823,Espaces verts urbains,2312,IMMOBILISATIONS EN COURS - TERRAINS,572325.56
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,20,Administration générale de la collectivité,773,MANDATS ANNULES (SUR EX.  ANTERIEURS) OU ATTEINTS DECHEANCE,50148.41
2012,D,F,N,66,CHARGES FINANCIERES,1,Services généraux opérations non ventilables,668,AUTRES CHARGES FINANCIERES,43229.5
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",251,Hébergement et restauration scolaire,7067,REDEV. & DROITS DES SERVICES PERI-SCOLAIRES & D'ENSEIGNEMENT,5254766.09
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6281,CONCOURS DIVERS (COTISATIONS),34184.26
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",1862.3
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60636,VETEMENTS DE TRAVAIL,12904.43
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6068,AUTRES MATIERES ET FOURNITURES,22140.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,830,Environnement - services communs,611,CONTRATS PRESTATIONS DE SERVICES,18297.7
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,6042,ACHATS DE PRESTATIONS DE SERVICES,9455.74
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6457,COTISATIONS SOCIALES LIEES A L'APPRENTISSAGE,7172.32
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",555567.52
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6478,AUTRES CHARGES SOCIALES DIVERSES,38289.36
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6478,AUTRES CHARGES SOCIALES DIVERSES,21981.31
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2115,TERRAINS BATIS,76940.73
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280411,AMORT. SUBV. EQPT ORG. PUB. - ETAT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2805,AMORT. CONCESSIONS ET DROITS SIMILAIRES,1327245.55
2012,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2188,AUTRES IMMOBILISATIONS CORPORELLES,76571.62
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2158,AUTRES INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUES,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1321,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,820,Aménagements urbains - services communs,1321,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES ETAT,32367.79
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,824,Autres opérations d'aménagement urbain,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,0.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,33,Action culturelle,2031,FRAIS D'ETUDES,29337.88
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,213,Classes regroupées,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,199298.02
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,422,Autres activités pour les jeunes,2115,TERRAINS BATIS,1930449.31
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6241,TRANSPORT DE BIENS,18002.79
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6244,TRANSPORTS ADMINISTRATIFS,24104.37
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6251,VOYAGES ET DEPLACEMENTS,9585.27
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,312,Culture - Arts plastiques et autres activités,6251,VOYAGES ET DEPLACEMENTS,1371.72
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",61521,ENTRETIEN ET REPARATIONS - TERRAINS,57448.99
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60632,FOURNITURES DE PETIT EQUIPEMENT,6934.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6156,MAINTENANCE,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",640.46
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,611,CONTRATS PRESTATIONS DE SERVICES,48031.99
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6281,CONCOURS DIVERS (COTISATIONS),9820.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6185,FRAIS DE COLLOQUES ET SEMINAIRES,0.0
2012,D,I,N,23,IMMOBILISATIONS EN COURS,324,Entretien du Patrimoine culturel,2315,"IMMO. EN COURS- INSTALLATIONS, MATERIEL OUTILLAGE TECHNIQUES",524.57
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,520,Interventions sociales - services communs,6713,SECOURS ET DOTS,4725.75
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,64,Crèches et garderies,752,REVENUS DES IMMEUBLES,60922.5
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,20,Administration générale de la collectivité,7788,PRODUITS EXCEPTIONNELS DIVERS,464118.15
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,363457.59
2012,D,F,N,12,CHARGES DE PERSONNEL,33,Action culturelle,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,O,23,VIREMENT A LA SECTION D'INVESTISSEMENT,1,Services généraux opérations non ventilables,23,VIREMENT A LA SECTION D'INVESTISSEMENT,0.0
2012,R,I,N,24,PRODUIT DES CESSIONS D'IMMMOBILISATIONS,824,Autres opérations d'aménagement urbain,24,PRODUIT DES CESSIONS D'IMMMOBILISATIONS,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28041412,AMORT. SUBV. EQPT ORG. PUB. COMMUNES MEMBRES GFP BAT. & INST,12291.49
